#mpa_v30_CHOCOPhlAn_201901
#/nfs/research/biomics/WorkFlows/MetaPhlan/meta_env/bin/metaphlan --input_type fastq --samout Metaphlan/I20-1079-17/I20-1079-17.sam.bz2 --bowtie2out Metaphlan/I20-1079-17/I20-1079-17.bowtie2 --output_file Metaphlan/I20-1079-17/I20-1079-17.tsv --sample_id_key I20-1079-17 --add_viruses -t rel_ab_w_read_stats --bowtie2db /nfs/research/biomics/WorkFlows/MetaPhlan/references/ --index mpa_v30_CHOCOPhlAn_201901 --bt2_ps sensitive-local --nproc 12
#I20-1079-17	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:52826078
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.40202	10.72296	52821645
k__Viruses	10239	1.59798	0.17413	4433
k__Bacteria|p__Proteobacteria	2|1224	64.50652	7.02933	38633470
k__Bacteria|p__Firmicutes	2|1239	33.28571	3.62717	13986840
k__Viruses|p__Viruses_unclassified	10239|	1.59798	0.17413	4433
k__Bacteria|p__Actinobacteria	2|201174	0.5946	0.06479	192797
k__Bacteria|p__Tenericutes	2|544448	0.00638	0.0007	1103
k__Bacteria|p__Chloroflexi	2|200795	0.00591	0.00064	5023
k__Bacteria|p__Planctomycetes	2|203682	0.00289	0.00032	2412
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	64.38988	7.01662	38603259
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	17.84438	1.94452	7788603
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	13.40158	1.46038	5616456
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.93217	0.21055	554189
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	1.59798	0.17413	4433
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.45621	0.04971	156494
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.13572	0.01479	35662
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.11664	0.01271	30211
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.09366	0.01021	21803
k__Bacteria|p__Firmicutes|c__Limnochordia	2|1239|1676648	0.01392	0.00152	5789
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.00638	0.0007	1103
k__Bacteria|p__Chloroflexi|c__Chloroflexia	2|200795|32061	0.00591	0.00064	5023
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2|203682|203683	0.00289	0.00032	2412
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2|201174|1497346	0.00267	0.00029	641
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	64.09724	6.98473	38491358
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	17.84438	1.94452	7788603
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	13.40158	1.46038	5616456
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.77953	0.19392	521409
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified	10239|||	1.13847	0.12406	2453
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.37352	0.0407	136364
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.21334	0.02325	70299
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.15264	0.01663	32780
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.13514	0.01473	35559
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.11664	0.01271	30211
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.09366	0.01021	21803
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.08269	0.00901	20130
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0.07816	0.00852	41244
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	2|1239|1676648|1676649	0.01392	0.00152	5789
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.00638	0.0007	1103
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	2|200795|32061|32064	0.00591	0.00064	5023
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales	2|203682|203683|112	0.00289	0.00032	2412
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermoleophilales	2|201174|1497346|588674	0.00267	0.00029	641
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified	2|1224|1236|	0.00115	0.00012	358
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0.00058	6e-05	103
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	63.46333	6.91566	38141200
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	13.40158	1.46038	5616456
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	11.29915	1.23128	4962332
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	5.96086	0.64956	2593748
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	1.00265	0.10926	262393
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Inoviridae	10239||||10860	0.67342	0.07338	505
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	2|1224|1236|91347|1903409	0.63391	0.06908	350158
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	2|1239|91061|186826|81852	0.58493	0.06374	204030
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.57493	0.06265	228244
